Dimensiones: 100 x 100
( 49 , 59 ) - Zanahoria
( 48 , 3 ) - Árbol
( 76 , 64 ) - Árbol
( 7 , 7 ) - Árbol
( 57 , 92 ) - Árbol
( 24 , 76 ) - Árbol
( 69 , 89 ) - Árbol
( 84 , 8 ) - Árbol
( 73 , 29 ) - Árbol
( 77 , 33 ) - Árbol
( 42 , 72 ) - Árbol
( 15 , 95 ) - Árbol
( 75 , 69 ) - Árbol
( 80 , 91 ) - Árbol
( 38 , 73 ) - Árbol
( 90 , 11 ) - Árbol
( 30 , 29 ) - Árbol
( 11 , 84 ) - Árbol
( 22 , 30 ) - Árbol
( 50 , 13 ) - Árbol
( 39 , 99 ) - Árbol
( 50 , 24 ) - Árbol
( 37 , 70 ) - Árbol
( 67 , 43 ) - Árbol
( 13 , 37 ) - Árbol
( 88 , 26 ) - Árbol
( 60 , 0 ) - Árbol
( 18 , 19 ) - Árbol
( 22 , 40 ) - Árbol
( 56 , 62 ) - Árbol
( 55 , 30 ) - Árbol
( 74 , 54 ) - Árbol
( 3 , 42 ) - Árbol
( 7 , 2 ) - Árbol
( 35 , 44 ) - Árbol
( 96 , 45 ) - Árbol
( 34 , 33 ) - Árbol
( 32 , 44 ) - Árbol
( 58 , 56 ) - Árbol
( 99 , 81 ) - Árbol
( 49 , 26 ) - Árbol
( 98 , 48 ) - Árbol
( 13 , 41 ) - Árbol
( 48 , 1 ) - Árbol
( 58 , 3 ) - Árbol
( 79 , 35 ) - Árbol
( 72 , 29 ) - Árbol
( 81 , 19 ) - Árbol
( 88 , 2 ) - Árbol
( 28 , 80 ) - Árbol
( 29 , 26 ) - Árbol
( 1 , 20 ) - Árbol
( 87 , 88 ) - Árbol
( 98 , 33 ) - Árbol
( 45 , 60 ) - Árbol
( 6 , 79 ) - Árbol
( 63 , 14 ) - Árbol
( 1 , 19 ) - Árbol
( 37 , 94 ) - Árbol
( 99 , 62 ) - Árbol
( 0 , 45 ) - Árbol
( 10 , 32 ) - Árbol
( 94 , 0 ) - Árbol
( 21 , 46 ) - Árbol
( 67 , 69 ) - Árbol
( 24 , 63 ) - Árbol
( 63 , 15 ) - Árbol
( 92 , 43 ) - Árbol
( 78 , 31 ) - Árbol
( 39 , 46 ) - Árbol
( 44 , 98 ) - Árbol
( 56 , 58 ) - Árbol
( 99 , 8 ) - Árbol
( 91 , 92 ) - Árbol
( 30 , 49 ) - Árbol
( 11 , 60 ) - Árbol
( 30 , 41 ) - Árbol
( 45 , 34 ) - Árbol
( 94 , 31 ) - Árbol
( 78 , 86 ) - Árbol
( 26 , 21 ) - Árbol
( 50 , 58 ) - Árbol
( 22 , 88 ) - Árbol
( 47 , 50 ) - Árbol
( 2 , 7 ) - Árbol
( 90 , 89 ) - Árbol
( 99 , 26 ) - Árbol
( 73 , 7 ) - Árbol
( 10 , 88 ) - Árbol
( 75 , 34 ) - Árbol
( 42 , 76 ) - Árbol
( 55 , 13 ) - Árbol
( 46 , 32 ) - Árbol
( 54 , 60 ) - Árbol
( 77 , 4 ) - Árbol
( 36 , 93 ) - Árbol
( 3 , 31 ) - Árbol
( 51 , 22 ) - Árbol
( 84 , 94 ) - Árbol
( 36 , 56 ) - Árbol
( 46 , 13 ) - Árbol
( 12 , 5 ) - Árbol
( 72 , 1 ) - Árbol
( 8 , 12 ) - Árbol
( 9 , 74 ) - Árbol
( 49 , 21 ) - Árbol
( 64 , 56 ) - Árbol
( 21 , 30 ) - Árbol
( 98 , 16 ) - Árbol
( 43 , 85 ) - Árbol
( 90 , 14 ) - Árbol
( 12 , 74 ) - Árbol
( 17 , 45 ) - Árbol
( 49 , 51 ) - Árbol
( 60 , 42 ) - Árbol
( 28 , 29 ) - Árbol
( 81 , 76 ) - Árbol
( 59 , 25 ) - Árbol
( 31 , 90 ) - Árbol
( 2 , 36 ) - Árbol
( 17 , 71 ) - Árbol
( 82 , 59 ) - Árbol
( 90 , 72 ) - Árbol
( 1 , 38 ) - Árbol
( 11 , 59 ) - Árbol
( 0 , 7 ) - Árbol
( 21 , 44 ) - Árbol
( 55 , 85 ) - Árbol
( 92 , 65 ) - Árbol
( 32 , 43 ) - Árbol
( 37 , 97 ) - Árbol
( 0 , 51 ) - Árbol
( 83 , 74 ) - Árbol
( 7 , 10 ) - Árbol
( 28 , 45 ) - Árbol
( 2 , 6 ) - Árbol
( 99 , 64 ) - Árbol
( 50 , 39 ) - Árbol
( 35 , 53 ) - Árbol
( 40 , 41 ) - Árbol
( 2 , 0 ) - Árbol
( 57 , 56 ) - Árbol
( 78 , 12 ) - Árbol
( 60 , 29 ) - Árbol
( 35 , 64 ) - Árbol
( 25 , 56 ) - Árbol
( 38 , 58 ) - Árbol
( 20 , 38 ) - Árbol
( 25 , 5 ) - Árbol
( 50 , 80 ) - Árbol
( 59 , 13 ) - Árbol
( 44 , 91 ) - Árbol
( 82 , 20 ) - Árbol
( 77 , 44 ) - Árbol
( 6 , 10 ) - Árbol
( 64 , 65 ) - Árbol
( 26 , 16 ) - Árbol
( 68 , 12 ) - Árbol
( 87 , 93 ) - Árbol
( 24 , 15 ) - Árbol
( 79 , 37 ) - Árbol
( 11 , 88 ) - Árbol
( 14 , 44 ) - Árbol
( 90 , 3 ) - Árbol
( 26 , 60 ) - Árbol
( 9 , 96 ) - Árbol
( 70 , 56 ) - Árbol
( 20 , 81 ) - Árbol
( 55 , 69 ) - Árbol
( 84 , 2 ) - Árbol
( 30 , 22 ) - Árbol
( 48 , 17 ) - Árbol
( 83 , 19 ) - Árbol
( 29 , 57 ) - Árbol
( 27 , 41 ) - Árbol
( 7 , 22 ) - Árbol
( 7 , 42 ) - Árbol
( 34 , 95 ) - Árbol
( 12 , 67 ) - Árbol
( 53 , 78 ) - Árbol
( 20 , 68 ) - Árbol
( 48 , 95 ) - Árbol
( 92 , 38 ) - Árbol
( 43 , 73 ) - Árbol
( 5 , 99 ) - Árbol
( 64 , 11 ) - Árbol
( 68 , 75 ) - Árbol
( 42 , 36 ) - Árbol
( 77 , 1 ) - Árbol
( 35 , 5 ) - Árbol
( 86 , 98 ) - Árbol
( 7 , 53 ) - Árbol
( 60 , 41 ) - Árbol
( 67 , 3 ) - Árbol
( 74 , 26 ) - Árbol
( 89 , 5 ) - Árbol
( 38 , 44 ) - Árbol
( 18 , 29 ) - Árbol
( 40 , 68 ) - Árbol
( 24 , 3 ) - Árbol
( 86 , 5 ) - Árbol
( 0 , 55 ) - Árbol
( 75 , 87 ) - Árbol
( 4 , 92 ) - Árbol
( 41 , 75 ) - Árbol
( 57 , 14 ) - Árbol
( 68 , 2 ) - Árbol
( 22 , 37 ) - Árbol
( 53 , 12 ) - Árbol
( 17 , 18 ) - Árbol
( 45 , 78 ) - Árbol
( 26 , 26 ) - Árbol
( 3 , 92 ) - Árbol
( 2 , 65 ) - Árbol
( 85 , 30 ) - Árbol
( 53 , 34 ) - Árbol
( 68 , 88 ) - Árbol
( 95 , 4 ) - Árbol
( 84 , 87 ) - Árbol
( 43 , 19 ) - Árbol
( 17 , 24 ) - Árbol
( 58 , 51 ) - Árbol
( 3 , 44 ) - Árbol
( 48 , 21 ) - Árbol
( 25 , 46 ) - Árbol
( 73 , 3 ) - Árbol
( 43 , 17 ) - Árbol
( 16 , 36 ) - Árbol
( 3 , 81 ) - Árbol
( 17 , 50 ) - Árbol
( 62 , 24 ) - Árbol
( 2 , 87 ) - Árbol
( 50 , 82 ) - Árbol
( 91 , 64 ) - Árbol
( 16 , 12 ) - Árbol
( 59 , 67 ) - Árbol
( 21 , 29 ) - Árbol
( 68 , 82 ) - Árbol
( 61 , 69 ) - Árbol
( 28 , 20 ) - Árbol
( 99 , 43 ) - Árbol
( 21 , 28 ) - Árbol
( 48 , 22 ) - Árbol
( 22 , 90 ) - Árbol
( 82 , 18 ) - Árbol
( 0 , 95 ) - Árbol
( 36 , 29 ) - Árbol
( 43 , 95 ) - Árbol
( 14 , 37 ) - Árbol
( 7 , 27 ) - Árbol
( 32 , 87 ) - Árbol
( 29 , 62 ) - Árbol
( 49 , 89 ) - Árbol
( 79 , 65 ) - Árbol
( 66 , 55 ) - Árbol
( 42 , 57 ) - Árbol
( 97 , 37 ) - Árbol
( 88 , 17 ) - Árbol
( 85 , 49 ) - Árbol
( 63 , 6 ) - Árbol
( 76 , 46 ) - Árbol
( 88 , 60 ) - Árbol
( 87 , 10 ) - Árbol
( 22 , 3 ) - Árbol
( 4 , 18 ) - Árbol
( 87 , 44 ) - Árbol
( 40 , 84 ) - Árbol
( 32 , 65 ) - Árbol
( 79 , 92 ) - Árbol
( 99 , 63 ) - Árbol
( 56 , 33 ) - Árbol
( 76 , 43 ) - Árbol
( 3 , 80 ) - Árbol
( 26 , 25 ) - Árbol
( 58 , 91 ) - Árbol
( 63 , 86 ) - Árbol
( 17 , 16 ) - Árbol
( 65 , 49 ) - Árbol
( 87 , 98 ) - Árbol
( 6 , 54 ) - Árbol
( 51 , 66 ) - Árbol
( 15 , 90 ) - Árbol
( 67 , 35 ) - Árbol
( 59 , 43 ) - Árbol
( 78 , 87 ) - Árbol
( 92 , 73 ) - Árbol
( 92 , 90 ) - Árbol
( 49 , 99 ) - Árbol
( 14 , 86 ) - Árbol
( 71 , 4 ) - Árbol
( 40 , 55 ) - Árbol
( 48 , 63 ) - Árbol
( 87 , 99 ) - Árbol
( 96 , 57 ) - Árbol
( 49 , 83 ) - Árbol
( 45 , 33 ) - Árbol
( 36 , 71 ) - Árbol
( 28 , 33 ) - Árbol
( 35 , 71 ) - Árbol
( 59 , 88 ) - Árbol
( 61 , 77 ) - Árbol
( 67 , 33 ) - Árbol
( 18 , 24 ) - Árbol
( 88 , 85 ) - Árbol
( 8 , 31 ) - Árbol
( 64 , 18 ) - Árbol
( 32 , 42 ) - Árbol
( 17 , 37 ) - Árbol
( 55 , 50 ) - Árbol
( 44 , 96 ) - Árbol
( 7 , 65 ) - Árbol
( 45 , 56 ) - Árbol
( 14 , 66 ) - Árbol
( 31 , 97 ) - Árbol
( 25 , 72 ) - Árbol
( 56 , 93 ) - Árbol
( 45 , 36 ) - Árbol
( 14 , 90 ) - Árbol
( 23 , 86 ) - Árbol
( 43 , 29 ) - Árbol
( 13 , 86 ) - Árbol
( 93 , 29 ) - Árbol
( 68 , 22 ) - Árbol
( 33 , 50 ) - Árbol
( 70 , 8 ) - Árbol
( 36 , 39 ) - Árbol
( 43 , 42 ) - Árbol
( 49 , 43 ) - Árbol
( 5 , 50 ) - Árbol
( 36 , 46 ) - Árbol
( 68 , 76 ) - Árbol
( 18 , 64 ) - Árbol
( 15 , 80 ) - Árbol
( 27 , 76 ) - Árbol
( 7 , 79 ) - Árbol
( 52 , 32 ) - Árbol
( 57 , 25 ) - Árbol
( 60 , 61 ) - Árbol
( 66 , 79 ) - Árbol
( 54 , 86 ) - Árbol
( 44 , 80 ) - Árbol
( 7 , 76 ) - Árbol
( 80 , 67 ) - Árbol
( 24 , 17 ) - Árbol
( 49 , 17 ) - Árbol
( 72 , 42 ) - Árbol
( 22 , 70 ) - Árbol
( 28 , 3 ) - Árbol
( 0 , 33 ) - Árbol
( 25 , 17 ) - Árbol
( 89 , 1 ) - Árbol
( 46 , 31 ) - Árbol
( 31 , 52 ) - Árbol
( 42 , 83 ) - Árbol
( 10 , 85 ) - Árbol
( 59 , 46 ) - Árbol
( 50 , 41 ) - Árbol
( 29 , 41 ) - Árbol
( 58 , 89 ) - Árbol
( 26 , 14 ) - Árbol
( 87 , 91 ) - Árbol
( 73 , 9 ) - Árbol
( 69 , 22 ) - Árbol
( 61 , 23 ) - Árbol
( 77 , 91 ) - Árbol
( 24 , 27 ) - Árbol
( 65 , 52 ) - Árbol
( 59 , 51 ) - Árbol
( 41 , 49 ) - Árbol
( 44 , 66 ) - Árbol
( 80 , 42 ) - Árbol
( 93 , 5 ) - Árbol
( 36 , 2 ) - Árbol
( 44 , 79 ) - Árbol
( 16 , 51 ) - Árbol
( 82 , 83 ) - Árbol
( 82 , 61 ) - Árbol
( 42 , 53 ) - Árbol
( 5 , 23 ) - Árbol
( 56 , 0 ) - Árbol
( 36 , 0 ) - Árbol
( 64 , 36 ) - Árbol
( 51 , 89 ) - Árbol
( 87 , 19 ) - Árbol
( 10 , 67 ) - Árbol
( 93 , 50 ) - Árbol
( 88 , 57 ) - Árbol
( 45 , 91 ) - Árbol
( 26 , 61 ) - Árbol
( 90 , 41 ) - Árbol
( 45 , 82 ) - Árbol
( 48 , 74 ) - Árbol
( 38 , 48 ) - Árbol
( 47 , 60 ) - Árbol
( 40 , 70 ) - Árbol
( 41 , 26 ) - Árbol
( 73 , 36 ) - Árbol
( 96 , 65 ) - Árbol
( 95 , 29 ) - Árbol
( 29 , 47 ) - Árbol
( 92 , 21 ) - Árbol
( 44 , 86 ) - Árbol
( 1 , 16 ) - Árbol
( 95 , 75 ) - Árbol
( 9 , 60 ) - Árbol
( 26 , 90 ) - Árbol
( 63 , 28 ) - Árbol
( 78 , 45 ) - Árbol
( 66 , 80 ) - Árbol
( 82 , 63 ) - Árbol
( 83 , 85 ) - Árbol
( 33 , 55 ) - Árbol
( 41 , 42 ) - Árbol
( 51 , 64 ) - Árbol
( 21 , 81 ) - Árbol
( 77 , 30 ) - Árbol
( 55 , 56 ) - Árbol
( 37 , 57 ) - Árbol
( 61 , 68 ) - Árbol
( 60 , 80 ) - Árbol
( 6 , 85 ) - Árbol
( 6 , 22 ) - Árbol
( 75 , 50 ) - Árbol
( 75 , 86 ) - Árbol
( 59 , 98 ) - Árbol
( 66 , 63 ) - Árbol
( 58 , 4 ) - Árbol
( 70 , 60 ) - Árbol
( 52 , 98 ) - Árbol
( 31 , 15 ) - Árbol
( 14 , 85 ) - Árbol
( 80 , 79 ) - Árbol
( 67 , 46 ) - Árbol
( 77 , 64 ) - Árbol
( 46 , 17 ) - Árbol
( 84 , 58 ) - Árbol
( 0 , 78 ) - Árbol
( 68 , 91 ) - Árbol
( 66 , 57 ) - Árbol
( 80 , 86 ) - Árbol
( 55 , 35 ) - Árbol
( 87 , 27 ) - Árbol
( 43 , 21 ) - Árbol
( 80 , 2 ) - Árbol
( 33 , 63 ) - Árbol
( 67 , 7 ) - Árbol
( 5 , 75 ) - Árbol
( 25 , 61 ) - Árbol
( 8 , 23 ) - Árbol
( 94 , 89 ) - Árbol
( 97 , 84 ) - Árbol
( 12 , 25 ) - Árbol
( 16 , 23 ) - Árbol
( 14 , 2 ) - Árbol
( 70 , 91 ) - Árbol
( 65 , 37 ) - Árbol
( 16 , 6 ) - Árbol
( 66 , 7 ) - Árbol
( 6 , 41 ) - Árbol
( 16 , 40 ) - Árbol
( 35 , 97 ) - Árbol
( 93 , 96 ) - Árbol
( 91 , 7 ) - Árbol
( 87 , 17 ) - Árbol
( 46 , 39 ) - Árbol
( 16 , 79 ) - Árbol
( 7 , 16 ) - Árbol
( 34 , 11 ) - Árbol
( 37 , 44 ) - Árbol
( 95 , 25 ) - Árbol
( 74 , 88 ) - Árbol
( 56 , 65 ) - Árbol
( 61 , 33 ) - Árbol
( 42 , 46 ) - Árbol
( 12 , 22 ) - Árbol
( 65 , 85 ) - Árbol
( 5 , 35 ) - Árbol
( 12 , 80 ) - Árbol
( 22 , 83 ) - Árbol
( 68 , 35 ) - Árbol
( 22 , 28 ) - Árbol
( 16 , 67 ) - Árbol
( 62 , 41 ) - Árbol
( 73 , 87 ) - Árbol
( 82 , 37 ) - Árbol
( 49 , 77 ) - Árbol
( 2 , 25 ) - Árbol
( 62 , 36 ) - Árbol
( 46 , 65 ) - Árbol
( 58 , 62 ) - Árbol
( 88 , 59 ) - Árbol
( 96 , 85 ) - Árbol
( 36 , 81 ) - Árbol
( 60 , 53 ) - Árbol
( 2 , 64 ) - Árbol
( 79 , 53 ) - Árbol
( 89 , 16 ) - Árbol
( 14 , 19 ) - Árbol
( 7 , 89 ) - Árbol
( 37 , 45 ) - Árbol
( 54 , 94 ) - Árbol
( 19 , 37 ) - Árbol
( 36 , 63 ) - Árbol
( 35 , 31 ) - Árbol
( 89 , 71 ) - Árbol
( 41 , 69 ) - Árbol
( 14 , 7 ) - Árbol
( 92 , 39 ) - Árbol
( 14 , 15 ) - Árbol
( 6 , 0 ) - Árbol
( 54 , 15 ) - Árbol
( 58 , 17 ) - Árbol
( 76 , 35 ) - Árbol
( 74 , 33 ) - Árbol
( 53 , 72 ) - Árbol
( 76 , 83 ) - Árbol
( 86 , 23 ) - Árbol
( 45 , 70 ) - Árbol
( 69 , 63 ) - Árbol
( 42 , 99 ) - Árbol
( 8 , 73 ) - Árbol
( 99 , 27 ) - Árbol
( 22 , 41 ) - Árbol
( 49 , 90 ) - Árbol
( 9 , 0 ) - Árbol
( 96 , 27 ) - Árbol
( 85 , 52 ) - Árbol
( 35 , 59 ) - Árbol
( 74 , 73 ) - Árbol
( 13 , 13 ) - Árbol
( 26 , 71 ) - Árbol
( 77 , 24 ) - Árbol
( 6 , 34 ) - Árbol
( 4 , 93 ) - Árbol
( 62 , 34 ) - Árbol
( 2 , 15 ) - Árbol
( 4 , 50 ) - Árbol
( 60 , 73 ) - Árbol
( 43 , 18 ) - Árbol
( 62 , 37 ) - Árbol
( 95 , 52 ) - Árbol
( 27 , 60 ) - Árbol
( 29 , 51 ) - Árbol
( 93 , 9 ) - Árbol
( 33 , 18 ) - Árbol
( 84 , 18 ) - Árbol
( 8 , 50 ) - Árbol
( 27 , 14 ) - Árbol
( 26 , 1 ) - Árbol
( 51 , 83 ) - Árbol
( 14 , 77 ) - Árbol
( 96 , 71 ) - Árbol
( 46 , 82 ) - Árbol
( 87 , 84 ) - Árbol
( 0 , 85 ) - Árbol
( 1 , 9 ) - Árbol
( 93 , 14 ) - Árbol
( 50 , 63 ) - Árbol
( 5 , 26 ) - Árbol
( 28 , 54 ) - Árbol
( 96 , 18 ) - Árbol
( 74 , 12 ) - Árbol
( 0 , 79 ) - Árbol
( 37 , 42 ) - Árbol
( 83 , 40 ) - Árbol
( 80 , 0 ) - Árbol
( 7 , 87 ) - Árbol
( 16 , 65 ) - Árbol
( 9 , 17 ) - Árbol
( 67 , 93 ) - Árbol
( 78 , 42 ) - Árbol
( 65 , 91 ) - Árbol
( 99 , 34 ) - Árbol
( 86 , 8 ) - Árbol
( 66 , 89 ) - Árbol
( 83 , 36 ) - Árbol
( 88 , 87 ) - Árbol
( 50 , 52 ) - Árbol
( 49 , 46 ) - Árbol
( 44 , 21 ) - Árbol
( 98 , 53 ) - Árbol
( 96 , 79 ) - Árbol
( 61 , 43 ) - Árbol
( 47 , 32 ) - Árbol
( 32 , 24 ) - Árbol
( 22 , 91 ) - Árbol
( 88 , 69 ) - Árbol
( 31 , 5 ) - Árbol
( 63 , 88 ) - Árbol
( 58 , 35 ) - Árbol
( 55 , 51 ) - Árbol
( 65 , 55 ) - Árbol
( 60 , 40 ) - Árbol
( 46 , 43 ) - Árbol
( 97 , 34 ) - Árbol
( 26 , 38 ) - Árbol
( 10 , 45 ) - Árbol
( 13 , 4 ) - Árbol
( 10 , 38 ) - Árbol
( 72 , 18 ) - Árbol
( 97 , 24 ) - Árbol
( 82 , 42 ) - Árbol
( 92 , 84 ) - Árbol
( 43 , 40 ) - Árbol
( 5 , 74 ) - Árbol
( 52 , 62 ) - Árbol
( 83 , 46 ) - Árbol
( 23 , 7 ) - Árbol
( 56 , 1 ) - Árbol
( 0 , 27 ) - Árbol
( 82 , 10 ) - Árbol
( 16 , 69 ) - Árbol
( 56 , 29 ) - Árbol
( 84 , 30 ) - Árbol
( 54 , 55 ) - Árbol
( 62 , 80 ) - Árbol
( 14 , 40 ) - Árbol
( 94 , 43 ) - Árbol
( 93 , 35 ) - Árbol
( 70 , 99 ) - Árbol
( 58 , 38 ) - Árbol
( 97 , 7 ) - Árbol
( 13 , 62 ) - Árbol
( 70 , 40 ) - Árbol
( 65 , 72 ) - Árbol
( 74 , 11 ) - Árbol
( 55 , 78 ) - Árbol
( 91 , 69 ) - Árbol
( 59 , 19 ) - Árbol
( 16 , 33 ) - Árbol
( 33 , 2 ) - Árbol
( 24 , 12 ) - Árbol
( 8 , 83 ) - Árbol
( 24 , 72 ) - Árbol
( 77 , 76 ) - Árbol
( 52 , 91 ) - Árbol
( 27 , 75 ) - Árbol
( 76 , 76 ) - Árbol
( 4 , 55 ) - Árbol
( 84 , 90 ) - Árbol
( 15 , 72 ) - Árbol
( 4 , 40 ) - Árbol
( 95 , 18 ) - Árbol
( 3 , 61 ) - Árbol
( 47 , 9 ) - Árbol
( 91 , 75 ) - Árbol
( 86 , 78 ) - Árbol
( 45 , 58 ) - Árbol
( 43 , 20 ) - Árbol
( 38 , 83 ) - Árbol
( 42 , 23 ) - Árbol
( 46 , 27 ) - Árbol
( 10 , 66 ) - Árbol
( 44 , 63 ) - Árbol
( 9 , 89 ) - Árbol
( 6 , 89 ) - Árbol
( 98 , 35 ) - Árbol
( 87 , 75 ) - Árbol
( 5 , 68 ) - Árbol
( 9 , 14 ) - Árbol
( 49 , 73 ) - Árbol
( 80 , 77 ) - Árbol
( 41 , 74 ) - Árbol
( 27 , 80 ) - Árbol
( 23 , 3 ) - Árbol
( 64 , 88 ) - Árbol
( 67 , 11 ) - Árbol
( 6 , 64 ) - Árbol
( 86 , 86 ) - Árbol
( 12 , 77 ) - Árbol
( 18 , 33 ) - Árbol
( 32 , 81 ) - Árbol
( 56 , 20 ) - Árbol
( 44 , 6 ) - Árbol
( 62 , 0 ) - Árbol
( 75 , 6 ) - Árbol
( 74 , 74 ) - Árbol
( 43 , 48 ) - Árbol
( 22 , 85 ) - Árbol
( 75 , 96 ) - Árbol
( 53 , 88 ) - Árbol
( 65 , 39 ) - Árbol
( 53 , 77 ) - Árbol
( 70 , 49 ) - Árbol
( 54 , 1 ) - Árbol
( 42 , 55 ) - Árbol
( 17 , 8 ) - Árbol
( 50 , 88 ) - Árbol
( 91 , 47 ) - Árbol
( 67 , 41 ) - Árbol
( 32 , 85 ) - Árbol
( 48 , 33 ) - Árbol
( 94 , 64 ) - Árbol
( 84 , 36 ) - Árbol
( 27 , 97 ) - Árbol
( 98 , 79 ) - Árbol
( 61 , 8 ) - Árbol
( 30 , 79 ) - Árbol
( 7 , 46 ) - Árbol
( 96 , 74 ) - Árbol
( 48 , 70 ) - Árbol
( 70 , 14 ) - Árbol
( 10 , 71 ) - Árbol
( 25 , 67 ) - Árbol
( 64 , 4 ) - Árbol
( 75 , 73 ) - Árbol
( 70 , 12 ) - Árbol
( 56 , 37 ) - Árbol
( 19 , 88 ) - Árbol
( 56 , 8 ) - Árbol
( 1 , 43 ) - Árbol
( 29 , 83 ) - Árbol
( 93 , 57 ) - Árbol
( 60 , 37 ) - Árbol
( 47 , 25 ) - Árbol
( 66 , 60 ) - Árbol
( 92 , 3 ) - Árbol
( 25 , 39 ) - Árbol
( 10 , 36 ) - Árbol
( 30 , 3 ) - Árbol
( 99 , 35 ) - Árbol
( 64 , 78 ) - Árbol
( 62 , 25 ) - Árbol
( 97 , 29 ) - Árbol
( 9 , 97 ) - Árbol
( 59 , 82 ) - Árbol
( 18 , 69 ) - Árbol
( 0 , 10 ) - Árbol
( 93 , 98 ) - Árbol
( 42 , 1 ) - Árbol
( 44 , 28 ) - Árbol
( 61 , 19 ) - Árbol
( 15 , 12 ) - Árbol
( 1 , 90 ) - Árbol
( 53 , 91 ) - Árbol
( 27 , 18 ) - Árbol
( 88 , 80 ) - Árbol
( 64 , 90 ) - Árbol
( 39 , 64 ) - Árbol
( 93 , 80 ) - Árbol
( 23 , 54 ) - Árbol
( 42 , 54 ) - Árbol
( 96 , 48 ) - Árbol
( 70 , 66 ) - Árbol
( 52 , 88 ) - Árbol
( 26 , 29 ) - Árbol
( 47 , 99 ) - Árbol
( 15 , 6 ) - Árbol
( 31 , 49 ) - Árbol
( 27 , 55 ) - Árbol
( 77 , 68 ) - Árbol
( 33 , 49 ) - Árbol
( 62 , 28 ) - Árbol
( 59 , 8 ) - Árbol
( 31 , 18 ) - Árbol
( 86 , 38 ) - Árbol
( 67 , 95 ) - Árbol
( 28 , 36 ) - Árbol
( 6 , 6 ) - Árbol
( 97 , 22 ) - Árbol
( 78 , 68 ) - Árbol
( 98 , 99 ) - Árbol
( 29 , 63 ) - Árbol
( 9 , 16 ) - Árbol
( 70 , 32 ) - Árbol
( 80 , 53 ) - Árbol
( 19 , 51 ) - Árbol
( 90 , 38 ) - Árbol
( 56 , 41 ) - Árbol
( 76 , 3 ) - Árbol
( 91 , 13 ) - Árbol
( 68 , 58 ) - Árbol
( 69 , 82 ) - Árbol
( 21 , 41 ) - Árbol
( 9 , 35 ) - Árbol
( 41 , 62 ) - Árbol
( 76 , 93 ) - Árbol
( 25 , 50 ) - Árbol
( 95 , 51 ) - Árbol
( 47 , 6 ) - Árbol
( 78 , 73 ) - Árbol
( 94 , 50 ) - Árbol
( 89 , 31 ) - Árbol
( 32 , 5 ) - Árbol
( 18 , 74 ) - Árbol
( 12 , 84 ) - Árbol
( 82 , 0 ) - Árbol
( 25 , 54 ) - Árbol
( 58 , 29 ) - Árbol
( 82 , 9 ) - Árbol
( 95 , 9 ) - Árbol
( 26 , 95 ) - Árbol
( 91 , 59 ) - Árbol
( 33 , 74 ) - Árbol
( 62 , 97 ) - Árbol
( 4 , 52 ) - Árbol
( 72 , 58 ) - Árbol
( 37 , 6 ) - Árbol
( 98 , 81 ) - Árbol
( 80 , 82 ) - Árbol
( 33 , 87 ) - Árbol
( 59 , 96 ) - Árbol
( 38 , 75 ) - Árbol
( 89 , 0 ) - Árbol
( 86 , 61 ) - Árbol
( 23 , 63 ) - Árbol
( 3 , 46 ) - Árbol
( 99 , 16 ) - Árbol
( 72 , 92 ) - Árbol
( 64 , 16 ) - Árbol
( 51 , 13 ) - Árbol
( 45 , 85 ) - Árbol
( 75 , 16 ) - Árbol
( 23 , 29 ) - Árbol
( 76 , 36 ) - Árbol
( 53 , 39 ) - Árbol
( 88 , 62 ) - Árbol
( 67 , 38 ) - Árbol
( 60 , 31 ) - Árbol
( 62 , 17 ) - Árbol
( 73 , 93 ) - Árbol
( 83 , 55 ) - Árbol
( 37 , 69 ) - Árbol
( 16 , 48 ) - Árbol
( 5 , 41 ) - Árbol
( 2 , 71 ) - Árbol
( 82 , 13 ) - Árbol
( 87 , 23 ) - Árbol
( 93 , 97 ) - Árbol
( 84 , 31 ) - Árbol
( 69 , 48 ) - Árbol
( 8 , 20 ) - Árbol
( 23 , 35 ) - Árbol
( 10 , 68 ) - Árbol
( 75 , 58 ) - Árbol
( 34 , 65 ) - Árbol
( 91 , 31 ) - Árbol
( 40 , 96 ) - Árbol
( 38 , 40 ) - Árbol
( 94 , 20 ) - Árbol
( 52 , 40 ) - Árbol
( 21 , 8 ) - Árbol
( 4 , 74 ) - Árbol
( 64 , 97 ) - Árbol
( 2 , 31 ) - Árbol
( 36 , 67 ) - Árbol
( 27 , 44 ) - Árbol
( 44 , 89 ) - Árbol
( 42 , 97 ) - Árbol
( 12 , 11 ) - Árbol
( 85 , 73 ) - Árbol
( 85 , 29 ) - Árbol
( 35 , 94 ) - Árbol
( 30 , 18 ) - Árbol
( 56 , 4 ) - Árbol
( 53 , 36 ) - Árbol
( 85 , 6 ) - Árbol
( 61 , 45 ) - Árbol
( 28 , 61 ) - Árbol
( 59 , 85 ) - Árbol
( 89 , 23 ) - Árbol
( 30 , 65 ) - Árbol
( 80 , 12 ) - Árbol
( 58 , 9 ) - Árbol
( 22 , 43 ) - Árbol
( 35 , 14 ) - Árbol
( 91 , 84 ) - Árbol
( 16 , 88 ) - Árbol
( 19 , 39 ) - Árbol
( 26 , 65 ) - Árbol
( 74 , 13 ) - Árbol
( 83 , 30 ) - Árbol
( 45 , 79 ) - Árbol
( 76 , 21 ) - Árbol
